建筑ID,KEY,文本,建筑成本,启用科技,过时科技,国策要求,国教,宗教,帮助,策略
301,TXT_KEY_BUILDING_SALSAL_BUDDHA,巴米扬大佛,250,手工业( Artisanry ),测量学( Measurement ),,佛教,佛教,﯆即使在战争期间，贸易路线仍然保持联系,"萨尔萨佛允许在战争期间连接贸易路线。它还增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
302,TXT_KEY_BUILDING_CHEOMSEONGDAE,瞻星台,200,奖学金制度( Scholarship ),物理学( Physics ),,佛教,儒学,,"<color=204,204,216,255>Cheomseongdae</color>使用科学滑块增加城市的幸福输出。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
303,TXT_KEY_BUILDING_HIMEJI_CASTLE,姬路城,550,封建制度( Feudalism ),机床( Machine_tools ),,佛教,佛教,"﯆新建的肉搏单位以及投射单位自带城防一级和操练一级
﯆所有掠夺所获的ﬓ增加一倍","<color=204,204,216,255>姬梅吉城堡</color>使城市防御增加所有城市的文化输出，并使其所有完全设防的单位每级提供+1文化。它还增加了生成<color=255,255,0,255>大政治家</color>的机会。"
304,TXT_KEY_BUILDING_GRAND_CANAL,大运河,350,机械( Machinery ),水利工程( Hydraulics ),,儒学 或 道教,儒学 或 道教,,沿河地段的商业产值增加。
305,TXT_KEY_BUILDING_WAT_PREAH_PISNULOK,吴哥窟,400,文官制度( Civil_service ),城市规划( Urban_planning ),,印度教 或 佛教,印度教,,"<color=204,204,216,255>Wat Preah Pisnulok</color>在所有城市增加了一个额外的人口点，并为您的所有<color=102,229,255,255>牧师</color>专家添加了额外的食物。它增加了它的城市产生一个伟大预言家的几率。"
306,TXT_KEY_BUILDING_KHAJURAHO,克久拉霍,500,文官制度( Civil_service ),公民自由( Civil_liberties ),,印度教 或 佛教,印度教,,"<color=204,204,216,255>卡朱拉霍</color>为你所在国宗教的所有建筑添加额外的食物。它也增加了这个城市产生一个伟大预言家的机会。"
307,TXT_KEY_BUILDING_SPIRAL_MINARET,螺旋尖塔,500,神学( Theology ),经济学( Economics ),,伊斯兰教,伊斯兰教,,"如果你设定了国教，<color=204,204,216,255>螺旋尖塔</color>还可使所有宗教建筑产生金钱收入。并能提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
308,TXT_KEY_BUILDING_DOME_OF_THE_ROCK,圆顶清真寺,150,神学( Theology ),,,,伊斯兰教,﯆将所有神龛的收入限制提高一倍,"岩石的<color=204,204,216,255>圆顶</color>提供一名免费的<color=102,229,255,255>牧师</color>专家，并将神龛黄金限制从20倍增加到40倍。它增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
309,TXT_KEY_BUILDING_HOUSE_OF_WISDOM,智慧宫,350,炼金术( Alchemy ),光学( Optics ),,伊斯兰教,伊斯兰教,﯆+200% ﬔ来自伟大人物的发现,"<color=204,204,216,255>智慧之家</color>增加了伟人发现的研究推动。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
310,TXT_KEY_BUILDING_KRAK_DES_CHEVALIERS,骑士堡,400,防御工事( Fortification ),联合兵种( Combined_arms ),,天主教,伊斯兰教,被击败的城市防御者撤退到你的首都,"<color=204,204,216,255>骑士堡</color>在每个城市创建一个免费的<color=204,204,216,255>城堡</color>，并将被击败的城市防御者转移到你的首都。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
311,TXT_KEY_BUILDING_MONOLITHIC_CHURCH,拉利贝拉岩石教堂,400,行会( Guilds ),地质学( Geology ),,东正教,东正教,,"<color=204,204,216,255>整体式教堂</color>为您所有的<color=102,229,255,255>牧师</color>专家增加了额外的商业。它还增加了生成<color=255,255,0,255>伟大先知</color>的机会。"
312,TXT_KEY_BUILDING_UNIVERSITY_OF_SANKORE,桑科雷大学,500,教育学( Education ),制冷( Refrigeration ),,伊斯兰教,伊斯兰教,沙漠上的﯆+1ﬆ,"如果你确立了官方信仰，<color=204,204,216,255>桑科雷大学</color>可使本文明所有宗教建筑提供额外科研点数。"
313,TXT_KEY_BUILDING_NOTRE_DAME,圣母院,550,公社( Commune ),,,天主教,天主教,﯆建造大教堂只需要三座寺庙,"<color=204,204,216,255>圣母院</color>提升同一大陆所有城市的快乐度。并可提升城市产生<color=255,255,0,255>大艺术家</color>的几率。"
314,TXT_KEY_BUILDING_OLD_SYNAGOGUE,旧犹太会堂,400,公社( Commune ),社会服务( Social_services ),,,犹太教,犹太宗教建筑中的﯆+2ﬓ,"<color=204,204,216,255>旧犹太教堂</color>为你城市中的所有犹太建筑增加了额外的黄金。它还增加了城市生成<color=255,255,0,255>大商人</color>的机会。"
315,TXT_KEY_BUILDING_SAINT_SOPHIA,基辅圣索菲亚大教堂,550,宗教教条( Doctrine ),社会契约( Social_contract ),,东正教,东正教,42,"<color=204,204,216,255>圣索菲亚大教堂</color>为您所有的<color=102,229,255,255>商人</color>专家添加额外的食物。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
316,TXT_KEY_BUILDING_SILVER_TREE_FOUNTAIN,银树喷泉,300,造纸术( Paper ),地理学( Geography ),,,,当一个大将军出现时，获得额外的伟人,"<color=204,204,216,255>银树喷泉</color>在<color=255,255,0,255>大将军</color>诞生时创造了一个额外的伟人。它还增加了生成<color=255,255,0,255>大政治家</color>的机会。"
317,TXT_KEY_BUILDING_SANTA_MARIA_DEL_FIORE,花之圣母大教堂,400,艺术赞助( Patronage ),民意代表( Representation ),,天主教,天主教,,"<color=204,204,216,255>花之圣母大教堂</color>提高了其城市伟人积分的比率。它也增加了这个城市产生一个伟大的艺术家的机会。"
318,TXT_KEY_BUILDING_ALAMUT,阿拉穆特要塞,400,罗盘( Compass ),联合兵种( Combined_arms ),,伊斯兰教,伊斯兰教,,"<color=204,204,216,255>阿拉穆特要塞</color>为<color=255,255,0,255>间谍单元</color>提供大量经验。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
319,TXT_KEY_BUILDING_SAN_MARCO_BASILICA,圣马可大教堂,400,金融学( Finance ),测量学( Measurement ),,天主教,天主教,,"圣马可大教堂为您的所有专家添加了额外的黄金。它还增加了城市产生一个<color=255,255,0,255>大商人</color>的几率。"
320,TXT_KEY_BUILDING_SISTINE_CHAPEL,西斯廷教堂,600,人文科学( Humanities ),,,天主教,天主教,,"<color=204,204,216,255>西斯庭教堂</color>使城市中的每位专业人员都能提供文化产出，并增加宗教建筑的文化产出。<color=204,204,216,255>西斯庭教堂</color>具有极高的文化值，还可提升城市产生<color=255,255,0,255>大艺术家</color>的几率。"
321,TXT_KEY_BUILDING_PORCELAIN_TOWER,大报恩寺,550,印刷术( Printing ),铁路( Railroad ),,儒学 或 道教,儒学 或 道教,﯆交易无需开放边界,"<color=204,204,216,255>大报恩寺</color>取消了贸易路线的开放边界要求。它还增加了生成<color=255,255,0,255>大商人</color>的机会。"
322,TXT_KEY_BUILDING_TOPKAPI_PALACE,托普卡帕宫,450,司法( Judiciary ),民族主义( Nationalism ),,伊斯兰教,东正教,﯆每回合可以强制征召一个额外的单位。,"托普卡皮宫殿<color=204,204,216,255>在被征服的城市中额外提供初始制作。这也增加了他们城市产生一个伟大政治家的机会。"
323,TXT_KEY_BUILDING_KREMLIN,克里姆林宫,600,火药( Gunpowder ),,,东正教,东正教,﯆+1﯈对于平民单位,"<color=204,204,216,255>克里姆林宫</color>可减少加速生产的花费并可提升城市产生<color=255,255,0,255>大间谍</color>的几率。"
324,TXT_KEY_BUILDING_SAINT_THOMAS_CHURCH,圣托马斯教堂,400,人文科学( Humanities ),,,新教,新教,,圣托马斯教堂</color>增加你所有城市的幸福感。它增加了这个城市创造出一个伟大的艺术家的机会。
325,TXT_KEY_BUILDING_VIJAYA_STAMBHA,印度维贾亚纪念碑,500,公司制( Companies ),可更换部件( Replaceable_parts ),,印度教,印度教,,"<color=204,204,216,255>印度维贾亚纪念碑</color>为本市所有符合条件的建筑单位提供<color=102,229,255,255>城市卫戍I</color>升级，并增加<color=255,255,0,255>大将</color>出现。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
326,TXT_KEY_BUILDING_GUR_E_AMIR,古尔艾米尔陵,300,地图学( Cartography ),社会学( Sociology ),,伊斯兰教,伊斯兰教,﯆城市获得额外的ﬕ等同于从被俘城市掠夺的ﬓ,"当征服城市时，<color=204,204,216,255>古尔埃米尔</color>为城市提供了文化。它也增加了这个城市产生一个伟大的艺术家的机会。"
327,TXT_KEY_BUILDING_RED_FORT,阿格拉红堡,600,物流( Logistics ),,,伊斯兰教,伊斯兰教,,"红垒<color=204,204,216,255>增加了那些与建筑商交战的城市的厌战情绪。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
328,TXT_KEY_BUILDING_TAJ_MAHAL,泰姬陵,700,城市规划( Urban_planning ),,,伊斯兰教,伊斯兰教,,"建成<color=204,204,216,255>泰姬陵</color>可立即触发本文明的<color=102,229,255,255>黄金时代</color>。并提升城市产生<color=255,255,0,255>大艺术家</color>的几率。"
329,TXT_KEY_BUILDING_FORBIDDEN_PALACE,紫禁城,800,治国术( Statecraft ),,,儒学 或 道教,儒学 或 道教,﯆城市维护费减少33%,"<color=204,204,216,255>故宫</color>降低了城市维护成本。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
330,TXT_KEY_BUILDING_VERSAILLES,凡尔赛宫,600,遗产( Heritage ),,,天主教,天主教,,"<color=204,204,216,255>凡尔赛宫</color>能减少附近城市的维护费，相当于第二座<color=204,204,216,255>紫禁城</color>。并能提升产生<color=255,255,0,255>大艺术家</color>的几率。"
331,TXT_KEY_BUILDING_BLUE_MOSQUE,蓝色清真寺,600,学术精神( Academia ),消费主义( Consumerism ),,伊斯兰教,东正教,﯆临时效果中最多1个﯃,"蓝色清真寺<color=204,204,216,255>限制了临时效果带来的不快。它也增加了这个城市产生一个伟大的艺术家的机会。"
332,TXT_KEY_BUILDING_ESCORIAL,埃斯科里亚尔宫,700,地理探索( Exploration ),蒸汽机( Thermodynamics ),,天主教,天主教,﯆获得每个殖民地的ﬓ,"<color=204,204,216,255>El Escorial</color>为每个获得的殖民地提供黄金。它还增加了这个城市产生一位伟大政治家的机会。"
333,TXT_KEY_BUILDING_TORRE_DE_BELEM,贝伦塔,400,光学( Optics ),内燃机( Engine ),,天主教,天主教,,"<color=204,204,216,255>Torre de Belem</color>增加了该市的外贸路线收入。它增加了城市生成<color=255,255,0,255>大商人</color>的机会。"
334,TXT_KEY_BUILDING_POTALA_PALACE,布达拉宫,500,治国术( Statecraft ),电学( Electricity ),,佛教,佛教,﯆+1﯎在城市半径内的每座山,"<color=204,204,216,255>布达拉宫</color>为城市半径内的每一个丘陵地块提供一个伟人点数。它还增加了生成<color=255,255,0,255>大先知</color>的机会。"
335,TXT_KEY_BUILDING_OXFORD_UNIVERSITY,牛津大学,600,学术精神( Academia ),心理学( Psychology ),,新教,新教,,"<color=204,204,216,255>牛津大学</color>可大大提升所在城市的科研能力。并允许你供养三位科学家，还可提升城市产生<color=255,255,0,255>大科学家</color>的几率。"
336,TXT_KEY_BUILDING_HARMANDIR_SAHIB,哈曼迪尔寺,800,联合兵种( Combined_arms ),,,印度教 或 伊斯兰教,印度教,﯆所有在有国教城市建设的单位获得+2经验,"<color=204,204,216,255>哈曼迪尔萨希布</color>为你所在的国家宗教城市的军队提供经验值。它还增加了生成<color=255,255,0,255>伟大先知</color>的机会。"
337,TXT_KEY_BUILDING_ST_BASILS_CATHEDRAL,圣巴兹尔大教堂,700,城市规划( Urban_planning ),,,东正教,东正教,,"<color=204,204,216,255>圣巴兹尔大教堂</color>增加了所有国家宗教建筑的产量，增加了该市产生<color=255,255,0,255>伟大政治家</color>的机会。"
338,TXT_KEY_BUILDING_BOURSE,交易所,400,经济学( Economics ),,,新教,新教,,"<color=204,204,216,255>交易所</color>为该市提供两名免费<color=102,229,255,255>商人</color>专家。它还增加了城市生成<color=255,255,0,255>大商人</color>的机会。"
339,TXT_KEY_BUILDING_ITSUKUSHIMA_SHRINE,严岛神社,600,物流( Logistics ),数码产品( Electronics ),,佛教,佛教,﯆+1﯎在城市半径内的每个水牌,"<color=204,204,216,255>Itsukushima神龛</color>为城市半径内的每一块水砖提供了一个绝佳的人民点。它还增加了生成<color=255,255,0,255>伟大先知</color>的机会。"
340,TXT_KEY_BUILDING_IMAGE_OF_THE_WORLD_SQUARE,伊玛目广场,600,地理学( Geography ),全球化思潮( Globalism ),,伊斯兰教,伊斯兰教,﯆+每个文化级别1条贸易路线,"世界广场的<color=204,204,216,255>图像</color>为其所在城市的每个文化级别提供一条贸易路线。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
341,TXT_KEY_BUILDING_LOUVRE,卢浮宫,800,公民自由( Civil_liberties ),,,,,﯆+2ﬕ每个受控的大奇迹,"卢浮宫<color=204,204,216,255>为其城市提供了两位免费的<color=102,229,255,255>艺术家</color>专家，并为每一个受控制的伟大奇迹提供文化。它也增加了这个城市产生一个伟大的艺术家的机会。"
342,TXT_KEY_BUILDING_EMERALD_BUDDHA,玉佛寺,800,公民自由( Civil_liberties ),无线电( Radio ),,佛教,佛教,,"翡翠佛寺<color=204,204,216,255>消除了它所在城市的所有不快。它增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
343,TXT_KEY_BUILDING_SHALIMAR_GARDENS,沙利玛花园,600,园艺( Horticulture ),社会服务( Social_services ),,伊斯兰教,伊斯兰教,﯆过量﯄视为﯂,"沙利马尔花园<color=204,204,216,255>为城市的富余健康提供快乐。它还增加了这个城市创造出大艺术家的可能性。"
344,TXT_KEY_BUILDING_TRAFALGAR_SQUARE,特拉法加广场,400,测量学( Measurement ),,,,,﯆需要一个三级及以上晋升的海军单位,海军建造速度加快，所在城市建造的海军单位获得额外的经验值。
345,TXT_KEY_BUILDING_HERMITAGE,冬宫,600,社会学( Sociology ),,,,,﯆技术成本-减少25% ﬔ贸易和间谍活动,"<color=204,204,216,255>冬宫</color>可使城市的文化产出加倍，并提升其产生<color=255,255,0,255>大艺术家</color>的几率。"
346,TXT_KEY_BUILDING_GUADALUPE_BASILICA,瓜达卢佩大教堂,600,社会学( Sociology ),,,天主教,天主教,"﯆不能建在同一个大陆上的天主教圣地
﯆+1ﬓ每个天主教城市在同一个大陆上","<color=204,204,216,255>瓜达卢佩大教堂</color>为该城市大陆上每一个信奉</color>天主教</color>的城市每转产生一枚金币。它还增加了生成<color=255,255,0,255>伟大先知</color>的机会。"
347,TXT_KEY_BUILDING_SALT_CATHEDRAL,盐城大教堂,700,地质学( Geology ),旅游业( Tourism ),,天主教,天主教,,"<color=204,204,216,255>盐大教堂</color>增加了所有国家宗教建筑的商业性，并增加了其城市产生<color=255,255,0,255>大商人</color>的机会。"
348,TXT_KEY_BUILDING_AMBER_ROOM,琥珀宫,700,地质学( Geology ),军力投送( Power_projection ),,新教 或 东正教,新教 或 东正教,"﯆其他文明更愿意加入防御条约
﯆分享防御条约伙伴的黄金时代","<color=204,204,216,255>琥珀屋</color>增加了其他文明加入防御契约的意愿，并与防御契约伙伴共享黄金时代。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
349,TXT_KEY_BUILDING_STATUE_OF_LIBERTY,自由女神像,1500,民意代表( Representation ),,民主制度,,,,"<color=204,204,216,255>自由女神像</color>可使所有城市免费获得一位专业人员。并可提升城市产生<color=255,255,0,255>大工程师</color>的几率。"
350,TXT_KEY_BUILDING_BRANDENBURG_GATE,勃兰登堡门,600,民族主义( Nationalism ),,,,,当你的一个将军在战斗中牺牲时，伟大的将军门槛将被重置,"当<color=255,255,0,255>大将军</color>死亡时，<color=204,204,216,255>勃兰登堡门</color>重置<color=255,255,0,255>大将军</color>阈值。这也增加了该市产生一位伟大政治家的几率。"
351,TXT_KEY_BUILDING_ABBEY_MILLS,阿贝米尔斯排水站,700,蒸汽机( Thermodynamics ),,,,,,"<color=204,204,216,255>修道院磨坊</color>在每个城市创建一个免费的<color=204,204,216,255>下水道</color>。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
352,TXT_KEY_BUILDING_BELL_ROCK_LIGHTHOUSE,贝尔礁灯塔,1000,冶金术( Metallurgy ),,,,,,"<color=204,204,216,255>贝尔洛克灯塔</color>在所有沿海城市提供自由贸易路线。它还增加了生成<color=255,255,0,255>大商人</color>的机会。"
353,TXT_KEY_BUILDING_CHAPULTEPEC_CASTLE,查普尔特佩克城堡,800,民族主义( Nationalism ),,,,,﯆+每个文化级别1个单位经验,"<color=204,204,216,255>查普尔特佩克城堡</color>为在其城市中建造的单位提供每种文化级别1次经验。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
354,TXT_KEY_BUILDING_EIFFEL_TOWER,埃菲尔铁塔,1250,铁路( Railroad ),,,,,﯆黄金时代最多消耗三个伟人,"<color=204,204,216,255>埃菲尔铁塔</color>可使所有城市免费获得<color=204,204,216,255>广播塔</color>。并使城市更有可能产生<color=255,255,0,255>大商业家</color>。"
355,TXT_KEY_BUILDING_WESTMINSTER_PALACE,威斯敏斯特宫,1000,新闻业( Journalism ),,,,,,"<color=204,204,216,255>威斯敏斯特宫</color>在每个城市创建一个免费的<color=204,204,216,255>法院</color>。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
356,TXT_KEY_BUILDING_TRIUMPHAL_ARCH,凯旋门,1000,弹道学( Ballistics ),雷达技术( Radar ),宪法政治,,,﯆+单位提升时50%治疗,[COLOR U BUILDING U TEXT]凯旋门[COLOR U REVERT]在你的单位提升时完全治愈它们。它还增加了这个城市产生一位伟大政治家的机会。
357,TXT_KEY_BUILDING_MENLO_PARK,门洛公园,800,电学( Electricity ),,,,,,"<color=204,204,216,255>门罗公园</color>增加有电力供应的城市的商业产出。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
358,TXT_KEY_BUILDING_CRYSTAL_PALACE,水晶宫,800,内燃机( Engine ),,,,,,"<color=204,204,216,255>水晶宫[COLOR戋REVERT]为该市提供两名免费的[COLOR戋u HIGHLIGHT戋TEXT]工程师[COLOR戋REVERT]专家。它还增加了城市生成<color=255,255,0,255>大商人</color>的机会。"
359,TXT_KEY_BUILDING_TSUKIJI,筑地鱼市场,1000,制冷( Refrigeration ),,,,,,"筑地鱼市<color=204,204,216,255>为该市的所有水砖添加了额外的食物。它还增加了城市产生一个<color=255,255,0,255>大商人</color>的几率。"
360,TXT_KEY_BUILDING_BROOKLYN_BRIDGE,布鲁克林大桥,1500,工会( Labour_unions ),,,,,,"布鲁克林大桥</color>在每个城市都创建了一个免费的<color=204,204,216,255>堤坝</color>。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
361,TXT_KEY_BUILDING_HOLLYWOOD,好莱坞,1000,电影( Film ),,,,,,"<color=204,204,216,255>好莱坞</color>可为你的文明提供<color=102,229,255,255>卖座电影</color>资源（增加快乐度）。并使城市更有可能产生<color=255,255,0,255>大艺术家</color>。"
362,TXT_KEY_BUILDING_EMPIRE_STATE_BUILDING,帝国大厦,1500,消费主义( Consumerism ),,,,,﯆提供等同于城市人口的ﬓ奖金,"帝国大厦<color=204,204,216,255>提供了相当于其所在城市人口的黄金奖励。它还增加了城市生成<color=255,255,0,255>伟大工程师</color>的几率"
363,TXT_KEY_BUILDING_LAS_LAJAS_SANCTUARY,拉哈斯大教堂,1000,微生物学( Microbiology ),,,天主教,天主教,﯆+所有城市10%单位治愈率,"<color=204,204,216,255>拉斯拉哈斯圣殿</color>增加所有城市的单位治疗效果。它还增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
364,TXT_KEY_BUILDING_PALACE_OF_NATIONS,万国宫,800,公民权利( Civil_rights ),,,,,"﯆大会每四个回合举行一次
﯆你的城市不能在国会被要求
﯆其他文明更愿意在国会批准你的要求","<color=204,204,216,255>国家宫殿</color>保护你的城市不被国会要求，其他文明更愿意在国会批准你的要求。它使国会每四个回合举行一次。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
365,TXT_KEY_BUILDING_MOLE_ANTONELLIANA,安托内利尖塔,1200,生产流水线( Assembly_line ),,,,天主教,﯆+2ﬅ在城市半径内的每个峰值,"<color=204,204,216,255>安托内利尖塔</color>为城市半径内的每个<color=102,229,255,255>峰值</color>提供2个产品。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
366,TXT_KEY_BUILDING_NEUSCHWANSTEIN,新天鹅堡,1200,新闻业( Journalism ),,,,,﯆安置伟人恢复25%﯎,"<color=204,204,216,255>新天鹅堡</color>在安置伟人时恢复伟人积分。它也增加了这个城市产生一个伟大的艺术家的机会。"
367,TXT_KEY_BUILDING_FRONTENAC,芳堤娜城堡,1000,石油精炼( Refining ),,,,,﯆+50%铁路建设速度,"<color=204,204,216,255>弗龙泰纳庄园</color>在每个城市创建一个免费的<color=204,204,216,255>火车站</color>，并提高铁路的建设速度。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
368,TXT_KEY_BUILDING_WEMBLEY,温布利球场,1000,无线电( Radio ),,,,,,"<color=204,204,216,255>温布利</color>提供文化提升，并为您的文明提供七个<color=102,229,255,255>热门足球赛事</color>资源（提供快乐）。它增加了它的城市将产生一个<color=255,255,0,255>伟大的艺术家</color>的几率。"
369,TXT_KEY_BUILDING_LUBYANKA,卢比扬卡,1000,心理学( Psychology ),,,,,,"<color=204,204,216,255>鲁比扬卡</color>为你的所有专家增加了额外的间谍活动。这也增加了该市产生一位伟大政治家的几率。"
370,TXT_KEY_BUILDING_CRISTO_REDENTOR,耶稣巨像,1000,社会服务( Social_services ),,,天主教 或 新教,天主教 或 新教,,"建成<color=204,204,216,255>耶稣巨像</color>允许每回合改变一次<color=102,229,255,255>官方信仰</color>或<color=102,229,255,255>内政法令</color>，并不会导致无政府状态，还可提升<color=255,255,0,255>大工程师</color>的出现几率。"
371,TXT_KEY_BUILDING_METROPOLITAIN,大都会地铁,1200,气体力学( Pneumatics ),,,,,﯆+1 ﬆ在城市建筑上每+2ﬕ,"<color=204,204,216,255>大都市</color>增加了城市中每栋建筑的商业产出。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
372,TXT_KEY_BUILDING_NOBEL_PRIZE,诺贝尔奖,800,石油精炼( Refining ),,,,,﯆为每一个出生在快乐或友好文明中的伟人提供额外的﯎,"当一个伟大的人出生在一个有着愉快或友好关系的文明中时，诺贝尔奖<color=204,204,216,255>为伟大的人提供了分数。它还增加了这个城市产生一位伟大政治家的机会。"
373,TXT_KEY_BUILDING_GOLDEN_GATE_BRIDGE,金门大桥,2000,基础设施( Infrastructure ),,,,,,"<color=204,204,216,255>金门大桥</color>为您的所有<color=102,229,255,255>科学家</color>和<color=102,229,255,255>工程师</color>专家增加了额外的商业。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
374,TXT_KEY_BUILDING_BLETCHLEY_PARK,布莱切利园,700,无线电( Radio ),,,,,"﯆+50%几率避免间谍侦测
﯆+50%几率侦测敌人间谍","<color=204,204,216,255>布莱奇利公园</color>减少你的间谍被侦测到的变化，增加侦测敌人间谍的机会。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
375,TXT_KEY_BUILDING_SAGRADA_FAMILIA,圣家族大教堂,2000,宏观经济学( Macroeconomics ),,,,,﯆+25%ﬅ转换为 ﬆ,"<color=204,204,216,255>圣家族大教堂</color>为您的所有<color=102,229,255,255>艺术家</color>专家添加额外的产品，并提高建筑商业的效率。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
376,TXT_KEY_BUILDING_CERN_RESEARCH_COMPLEX,欧洲核子研究中心,1000,核裂变( Fission ),,,,,,"欧洲核子研究中心的<color=204,204,216,255>研究中心</color>在每个城市创建了一个免费的<color=204,204,216,255>实验室</color>。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
377,TXT_KEY_BUILDING_ITAIPU_DAM,伊泰普大坝,1750,数码产品( Electronics ),,,,,,"<color=204,204,216,255>三峡大坝</color>为同一大陆上的所有城市提供清洁能源。它增加了它的城市将产生一个<color=255,255,0,255>伟大的工程师</color>的几率。"
378,TXT_KEY_BUILDING_GRACELAND,恩赐之地,1000,电视机( Television ),,,,,,"<color=204,204,216,255>格雷斯兰</color>提供文化提升，并为您的文明提供七个<color=102,229,255,255>热门单曲</color>资源（它们提供快乐）。它增加了这个城市创造出一个伟大的艺术家的可能性。"
379,TXT_KEY_BUILDING_CN_TOWER,加拿大国家电视塔,1600,电视机( Television ),,,,,,"<color=204,204,216,255>中央广播塔</color>在每个城市创建一个免费的<color=204,204,216,255>广播塔</color>。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
380,TXT_KEY_BUILDING_PENTAGON,五角大楼,1250,军力投送( Power_projection ),,,,,,"一旦建成<color=204,204,216,255>五角大楼</color>，你所有新组建的单位将获得两个初始经验点。并使城市更有可能产生<color=255,255,0,255>大间谍</color>。"
381,TXT_KEY_BUILDING_UNITED_NATIONS,联合国,1000,全球化思潮( Globalism ),,,,,,"<color=204,204,216,255>联合国</color>用于进行触发<color=102,229,255,255>外交胜利</color>的选举。可确保你作为此项选举的候选者之一，并提升城市产生<color=255,255,0,255>大商业家</color>的几率。"
382,TXT_KEY_BUILDING_CRYSTAL_CATHEDRAL,水晶大教堂,1000,电视机( Television ),,,新教,新教,,"<color=204,204,216,255>水晶大教堂</color>通过使用金色滑块增加城市的幸福输出，并为所有<color=102,229,255,255>牧师</color>专家添加额外的商业。它还增加了生成<color=255,255,0,255>伟大先知</color>的机会。"
383,TXT_KEY_BUILDING_MOTHERLAND_CALLS,祖国母亲在呼唤,1500,军力投送( Power_projection ),,中央计划,,,﯆当3级或更高级别的单位丢失时，另一个单位被起草,当3级或更高级别的单位损失时，祖国调用</color>绘制一个单位。它也增加了这个城市产生大艺术家的机会。
384,TXT_KEY_BUILDING_BERLAYMONT,欧盟总部大厦,1000,全球化思潮( Globalism ),,多边主义,,,"﯆+2个可能的防御协议
﯆+每个防御协议1个免费专家","<color=204,204,216,255>Berlaymont</color>增加你可以签署的防御协议的限制，并为每个签署的防御协议提供1名免费专家。它还增加了生成<color=255,255,0,255>伟大政治家</color>的机会。"
385,TXT_KEY_BUILDING_WORLD_TRADE_CENTER,世界贸易中心,2500,全球化思潮( Globalism ),,自由市场,,,﯆+50%来自公司的商业,"<color=204,204,216,255>世界贸易中心</color>增加了所有城市企业的贸易。它还增加了城市生成<color=255,255,0,255>大商人</color>的机会。"
386,TXT_KEY_BUILDING_ATOMIUM,原子塔,1500,核能( Nuclear_power ),,,,,﯆+1 ﬔ每个世界制造的核武器,"<color=204,204,216,255>原子</color>增加了其城市每一核武器在世界上的科学产出。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
387,TXT_KEY_BUILDING_IRON_DOME,铁穹防御系统,2000,激光( Laser ),,,,,﯆在自己的地盘内有50%的截获机会,[COLOR U BUILDING U TEXT]铁穹顶[COLOR U REVERT]增加在你自己领地的拦截几率。它还增加了这个城市产生一个伟大科学家的机会。
388,TXT_KEY_BUILDING_HARBOUR_OPERA,悉尼歌剧院,1400,旅游业( Tourism ),,,,,﯆+1ﬄ 每超过两个﯂,"<color=204,204,216,255>悉尼歌剧院</color>为城市的每一个过度幸福提供食物。它还增加了这个城市创造出一个伟大的艺术家的可能性。"
389,TXT_KEY_BUILDING_GREAT_ZIMBABWE,大津巴布韦,450,教育学( Education ),,,,,"﯆所有城市地块: +1ﬄ, +1ﬅ, +1ﬆ","<color=204,204,216,255>伟大的津巴布韦</color>为所有城市瓷砖增加了额外的食品、生产和商业。它也增加了其城市产生一个<color=255,255,0,255>大商人</color>的几率。"
